Customer_ID,Customer_Name,City,State,Customer_Segment,Customer_Status
CUST0056,Ekavir Bhargava,Vijayawada,Andhra Pradesh,Standard,Active
CUST0057,Ekansh Balay,Nashik,Maharashtra,Business,Active
CUST0058,Ekavir Varkey,Nashik,Maharashtra,Business,Active
CUST0059,Arya Sunder,Hyderabad,Telangana,Premium,Active
CUST0060,Kevin Solanki,Vijayawada,Andhra Pradesh,Business,Active
CUST0061,Urvashi Ray,Visakhapatnam,Andhra Pradesh,Premium,Inactive
CUST0062,Girindra Chatterjee,Chennai,Tamil Nadu,Standard,Active
CUST0063,Irya Sampath,Kolkata,West Bengal,Premium,Active
CUST0064,Unni Bhagat,Chennai,Tamil Nadu,Standard,Active
CUST0065,Darsh Rau,Bengaluru,Karnataka,Business,Inactive
CUST0066,Ikbal Kothari,Nashik,Maharashtra,Standard,Active
CUST0067,Ranveer Yadav,Hyderabad,Telangana,Business,Inactive
CUST0068,Logan Sami,Vijayawada,Andhra Pradesh,Standard,Active
CUST0069,Arya Shere,Vijayawada,Andhra Pradesh,Business,Inactive
CUST0070,Faqid Savant,Coimbatore,Tamil Nadu,Business,Active
CUST0071,Chandresh Zachariah,Salem,Tamil Nadu,Premium,Inactive
CUST0072,Girik Khalsa,Mysuru,Karnataka,Business,Active
CUST0073,Niharika Sunder,Kochi,Kerala,Business,Inactive
CUST0074,Tanay Rattan,Bengaluru,Karnataka,Standard,Active
CUST0075,Nitesh Raghavan, Bengaluru ,Karnataka,Premium,Active
CUST0076,Madhavi Lanka,Visakhapatnam,Andhra Pradesh,Business,Active
CUST0077,Bhavika Sampath,Visakhapatnam,Andhra Pradesh,Standard,Active
CUST0078,Mohammed Gupta,Bengaluru,Karnataka,Business,Active
CUST0079,Teerth Bhardwaj,Coimbatore,Tamil Nadu,Standard,Active
CUST0080,Dipta Bhandari,Nashik,Maharashtra,Premium,Active
CUST0081,Vansha Thakkar,Vijayawada,Andhra Pradesh,Standard,Active
CUST0082,Dakshesh Trivedi,Mysuru,Karnataka,Premium,Active
CUST0083,Quincy Biswas,Vijayawada,Andhra Pradesh,Standard,Inactive
CUST0084,Wahab Raval,Coimbatore,Tamil Nadu,Premium,Inactive
CUST0085,Yatin Baral,Coimbatore,Tamil Nadu,Standard,Active
CUST0086,Oni Virk,Mysuru,Karnataka,Premium,Active
CUST0087,Advika Jayaraman,Mumbai,Maharashtra,Premium,Inactive
CUST0088,William Lanka,Nashik,Maharashtra,Business,Active
CUST0089,Karan Mital,Mysuru,Karnataka,Business,Active
CUST0090,Diya Bora,Chennai,Tamil Nadu,Premium,Active
CUST0091,Tara Chaudhry,Tiruchirappalli,Tamil Nadu,Standard,Active
CUST0092,Tanay Toor,Coimbatore,Tamil Nadu,Standard,Inactive
CUST0093,Kevin Palla,Hyderabad,Telangana,Premium,Active
CUST0094,Yash Pingle,Madurai,Tamil Nadu,Premium,Active
CUST0095,Nakul Sarma,Nashik,Maharashtra,Standard,Inactive
CUST0096,Abhiram Mistry,Tiruchirappalli,Tamil Nadu,Business,Active
CUST0097,Krish Lalla,Chennai,Tamil Nadu,Business,Active
CUST0098,Hredhaan Dugal,Bengaluru,Karnataka,Standard,Active
CUST0099,Baghyawati Kade,Mumbai,Maharashtra,Premium,Inactive
CUST0100,Samar Lalla,Coimbatore,Tamil Nadu,Premium,Active
CUST0101,Zayan Behl,Hyderabad,Telangana,Premium,Active
CUST0102,Pallavi Malhotra,Mumbai,Maharashtra,Premium,Inactive
CUST0103,Aarush Nath,Madurai,Tamil Nadu,Premium,Inactive
CUST0104,Adweta Edwin,Hyderabad,Telangana,Standard,Active
CUST0105,Prisha Andra,Coimbatore,Tamil Nadu,Standard,Active
CUST0106,Faqid Dixit,Salem,Tamil Nadu,Premium,Active
CUST0107,Kala Divan,Chennai,Tamil Nadu,Business,Inactive
CUST0108,Joshua Barman,Vijayawada,Andhra Pradesh,Business,Active
CUST0109,Janya Baral,Chennai,Tamil Nadu,Business,Active
CUST0110,Shivansh Krish,Nashik,Maharashtra,Standard,Active
CUST0111,Irya Ray,Visakhapatnam,Andhra Pradesh,Standard,Active
CUST0112,Warjas Gaba,Mumbai,Maharashtra,Standard,Active
CUST0113,Nitara Bakshi,Visakhapatnam,Andhra Pradesh,Business,Active
CUST0114,Gaurangi Sabharwal,Visakhapatnam,Andhra Pradesh,Standard,Inactive
CUST0115,Amara Dutta,Mysuru,Karnataka,Business,Active
CUST0116,Lavanya Barad,Kolkata,West Bengal,Premium,Active
CUST0117,Tristan Iyengar,Mysuru,Karnataka,Business,Active
CUST0118,Inaya Mody,Coimbatore,Tamil Nadu,Premium,Inactive
CUST0119,Udant Bajwa,Hyderabad,Telangana,Business,Active
CUST0120,Mohini Narasimhan,Kochi,Kerala,Premium,Active
CUST0121,Ekaraj Mallick,Chennai,Tamil Nadu,Premium,Active
CUST0122,Yashodhara Ratta,Bengaluru,Karnataka,Business,Active
CUST0123,Ayaan D’Alia,Vijayawada,Andhra Pradesh,Premium,Active
CUST0124,Pranav Lanka,Kolkata,West Bengal,Premium,Active
CUST0125,Ikbal Saraf,Kolkata,West Bengal,Standard,Active
CUST0126,Dipta Sarin,Madurai,Tamil Nadu,Standard,Inactive
CUST0127,Lekha Gupta,Nashik,Maharashtra,Business,Active
CUST0128,Chaitanya Sarin,Visakhapatnam,Andhra Pradesh,Business,Active
CUST0129,Zinal Yohannan,Mysuru,Karnataka,Business,Active
CUST0130,Januja Sankar,Kolkata,West Bengal,Business,Active
CUST0131,Ganga Murthy,Kolkata,West Bengal,Standard,Active
CUST0132,Charita Tripathi,Bengaluru,Karnataka,Standard,Active
CUST0133,Nilima Narain,Madurai,Tamil Nadu,Premium,Active
CUST0134,Chakrika Datta,Salem,Tamil Nadu,Premium,Active
CUST0135,Osha Raghavan,Mysuru,Karnataka,Business,Active
CUST0136,Charvi Ravi,Vijayawada,Andhra Pradesh,Premium,Active
CUST0137,Daksha Mangat,Kolkata,West Bengal,Standard,Active
CUST0138,Qushi Nagy,Mysuru,Karnataka,Premium,Active
CUST0139,Riya Sathe,Chennai,Tamil Nadu,Standard,Active
CUST0140,Yasti Solanki,Tiruchirappalli,Tamil Nadu,Standard,Active
CUST0141,Frado Mander,Hyderabad,Telangana,Business,Inactive
CUST0142,Girik Keer,Vijayawada,Andhra Pradesh,Business,Inactive
CUST0143,Umang Issac,Vijayawada,Andhra Pradesh,Standard,Active
CUST0144,Aryan Batra,Bengaluru,Karnataka,Business,Active
CUST0145,Vaishnavi Bora,Vijayawada,Andhra Pradesh,Standard,Active
CUST0146,Oeshi Hayer,Visakhapatnam,Andhra Pradesh,Business,Active
CUST0147,Warda Ratta,Mumbai,Maharashtra,Standard,Active
CUST0148,Manbir Ahluwalia,Madurai,Tamil Nadu,Premium,Active
CUST0149,Pavani Kanda,Kolkata,West Bengal,Premium,Active
CUST0150,Zarna Shetty,Mysuru,Karnataka,Standard,Active
CUST0151,Zaid Dara,Pune,Maharashtra,Business,Inactive
CUST0152,Kiaan Shetty,Visakhapatnam,Andhra Pradesh,Business,Active
CUST0153,Saanvi Thaman,Kolkata,West Bengal,Standard,Active
CUST0154,Sanaya Dutt,Tiruchirappalli,Tamil Nadu,Standard,Inactive
CUST0155,Shivani Lad,Chennai,Tamil Nadu,Standard,Active
CUST0156,Aradhana Verma,Tiruchirappalli,Tamil Nadu,Premium,Active
CUST0157,William Maharaj,Madurai,Tamil Nadu,Standard,Active
CUST0158,Faras Mangal,Mumbai,Maharashtra,Standard,Inactive
CUST0159,Anita Nayak,Coimbatore,Tamil Nadu,Standard,Inactive
CUST0160,Faris Devi,Pune,Maharashtra,Premium,Active
CUST0161,Vihaan Rajagopal,Coimbatore,Tamil Nadu,Standard,Active
CUST0162,Tanish Bhatt,Mumbai,Maharashtra,Premium,Active
CUST0163,Nikita Narayanan,Nashik,Maharashtra,Standard,Active
CUST0164,Ojasvi Bhatia,Pune,Maharashtra,Business,Inactive
CUST0165,Osha Ramachandran,Mysuru,Karnataka,Business,Active
CUST0166,Lajita Sood,Chennai,Tamil Nadu,Standard,Active
CUST0167,Indira Misra,Hyderabad,Telangana,Business,Active
CUST0168,Oni Yohannan,Chennai,Tamil Nadu,Standard,Inactive
CUST0169,Vinaya Kanda,Pune,Maharashtra,Business,Active
CUST0170,Rajata Sunder,Mumbai,Maharashtra,Business,Active
CUST0171,Lopa Nayar,Mumbai,Maharashtra,Business,Active
CUST0172,Noah Sibal,Madurai,Tamil Nadu,Standard,Inactive
CUST0173,Avi Ramesh,Chennai,Tamil Nadu,Business,Active
CUST0174,Fiyaz Sangha,Pune,Maharashtra,Premium,Active
CUST0175,Triya Gopal,Mysuru,Karnataka,Premium,Active
CUST0176,Abha Raghavan,Mysuru,Karnataka,Standard,Active
CUST0177,Siddharth Sha,Vijayawada,Andhra Pradesh,Premium,Inactive
CUST0178,Geetika Raghavan,Pune,Maharashtra,Premium,Active
CUST0179,Oviya Krishnan,Vijayawada,Andhra Pradesh,Standard,Active
CUST0180,Upma Bahl,Mumbai,Maharashtra,Business,Inactive
CUST0181,Inaya Kapur,Mysuru,Karnataka,Business,Active
CUST0182,Banjeet Balasubramanian,Visakhapatnam,Andhra Pradesh,Business,Active
CUST0183,Ryan Bahri,Mumbai,Maharashtra,Business,Active
CUST0184,William Date,Madurai,Tamil Nadu,Premium,Active
CUST0185,Ishwar Kamdar,Mumbai,Maharashtra,Business,Active
CUST0186,Aahana Pillay,Kochi,Kerala,Premium,Inactive
CUST0187,Ishwar Gade,Mysuru,Karnataka,Standard,Inactive
CUST0188,Hritik Bal,Tiruchirappalli,Tamil Nadu,Business,Active
CUST0189,Keya Ranganathan,Mysuru,Karnataka,Standard,Active
CUST0190,Faqid Kibe,Vijayawada,Andhra Pradesh,Business,Active
CUST0191,Charvi Dara,Bengaluru,Karnataka,Standard,Active
CUST0192,Idika Walia,Coimbatore,Tamil Nadu,Standard,Active
CUST0193,Kamala Biswas,Chennai,Tamil Nadu,Standard,Active
CUST0194,Advik Salvi,Kochi,Kerala,Business,Active
CUST0195,Hitesh Sant,Kochi,Kerala,Premium,Active
CUST0196,Tripti Dua,Salem,Tamil Nadu,Business,Inactive
CUST0197,Patrick Vig,Kochi,Kerala,Premium,Active
CUST0198,Veda Shroff,Hyderabad,Telangana,Business,Active
CUST0199,Amrita Naidu,Kolkata,West Bengal,Standard,Inactive
CUST0200,Gabriel Mallick,Coimbatore,Tamil Nadu,Standard,Inactive
CUST0201,Yagnesh Shetty,Chennai,Tamil Nadu,Business,Active
CUST0202,Gayathri Balakrishnan,Kolkata,West Bengal,Standard,Inactive
CUST0203,Ekta Gopal,Hyderabad,Telangana,Premium,Active
CUST0204,Simon Pant,Tiruchirappalli,Tamil Nadu,Premium,Inactive
CUST0205,Harini Mammen,Nashik,Maharashtra,Business,Inactive
CUST0206,Advaith Varughese,Kolkata,West Bengal,Standard,Inactive
CUST0207,Frederick Khurana,Kochi,Kerala,Premium,Active
CUST0208,Vrinda Khosla,Nashik,Maharashtra,Business,Active
CUST0209,Vritti Sem,Tiruchirappalli,Tamil Nadu,Business,Inactive
CUST0210,Girik Menon,Mysuru,Karnataka,Standard,Active
CUST0211,Nidhi Kohli,Kochi,Kerala,Standard,Active
CUST0212,Jyoti Solanki,Coimbatore,Tamil Nadu,Premium,Active
CUST0213,Pavani Narayanan,Pune,Maharashtra,Business,Active
CUST0214,Sudiksha Madan,Hyderabad,Telangana,Standard,Active
CUST0215,Zayan Kashyap,Mumbai,Maharashtra,Business,Active
CUST0216,Reyansh Mutti,Salem,Tamil Nadu,Standard,Active
CUST0217,Qasim Handa,Mumbai,Maharashtra,Premium,Active
CUST0218,Veda Malhotra,Vijayawada,Andhra Pradesh,Premium,Inactive
CUST0219,Harish Hari,Chennai,Tamil Nadu,Standard,Inactive
CUST0220,Utkarsh Patel,Mumbai,Maharashtra,Business,Active
CUST0221,Chasmum Atwal,Nashik,Maharashtra,Business,Inactive
CUST0222,Anusha Bath,Kochi,Kerala,Standard,Active
CUST0223,Brinda Date,Madurai,Tamil Nadu,Premium,Inactive
CUST0224,Harshil Arora,Vijayawada,Andhra Pradesh,Business,Active
CUST0225,Upasna Srinivas,Kochi,Kerala,Standard,Active
CUST0226,Harini Gour,Mumbai,Maharashtra,Premium,Active
CUST0227,Zayyan Sridhar,Mumbai,Maharashtra,Premium,Inactive
CUST0228,Dhruv Rattan,Salem,Tamil Nadu,Standard,Inactive
CUST0229,Ethan Bera,Kolkata,West Bengal,Standard,Active
CUST0230,Manthan Modi,Kolkata,West Bengal,Premium,Active
CUST0231,Yuvraj Dani,Bengaluru,Karnataka,Business,Inactive
CUST0232,Upkaar Virk,Hyderabad,Telangana,Premium,Active
CUST0233,Shravya Savant,Chennai,Tamil Nadu,Premium,Inactive
CUST0234,Pushti Mody,Pune,Maharashtra,Standard,Inactive
CUST0235,Hardik Johal,Pune,Maharashtra,Premium,Inactive
CUST0236,Aishani Bumb,Madurai,Tamil Nadu,Premium,Active
CUST0237,Wriddhish Ghose,Nashik,Maharashtra,Standard,Inactive
CUST0238,Naksh Agate,Chennai,Tamil Nadu,Business,Active
CUST0239,Shravya Singhal,Pune,Maharashtra,Standard,Active
CUST0240,Bachittar Kata,Tiruchirappalli,Tamil Nadu,Business,Active
CUST0241,Barkha Setty,Tiruchirappalli,Tamil Nadu,Standard,Active
CUST0242,Vivaan Lalla,Coimbatore,Tamil Nadu,Standard,Active
CUST0243,Pavani Contractor,Coimbatore,Tamil Nadu,Standard,Inactive
CUST0244,Manthan Lata,Mysuru,Karnataka,Standard,Active
CUST0245,Ekbal Bhasin,Kochi,Kerala,Business,Active
CUST0246,Damyanti Mani,Tiruchirappalli,Tamil Nadu,Premium,Active
CUST0247,Jeet Sidhu,Visakhapatnam,Andhra Pradesh,Business,Active
CUST0248,Neha Magar,TIRUCHIRAPPALLI,Tamil Nadu,Standard,Active
CUST0249,Raksha Buch,Bengaluru,Karnataka,Business,Active
CUST0250,Rachana Naidu,Kolkata,West Bengal,Premium,Inactive
CUST0251,Atharv Chand,Mumbai,Maharashtra,Business,Active
CUST0252,Ansh Luthra,Bengaluru,Karnataka,Business,Active
CUST0253,Parth Singhal,Bengaluru,Karnataka,Business,Active
CUST0254,Arunima Golla,Nashik,Maharashtra,Business,Active
CUST0255,Vyanjana Chand,Tiruchirappalli,Tamil Nadu,Business,Active
CUST0256,Ijaya Rege,Pune,Maharashtra,Business,Inactive
CUST0257,Ekani Cheema,Mysuru,Karnataka,Premium,Active
CUST0258,Forum Sabharwal,Vijayawada,Andhra Pradesh,Business,Active
CUST0259,Bhavya Rattan,Chennai,Tamil Nadu,Premium,Inactive
CUST0260,Suhani Chakrabarti,Bengaluru,Karnataka,Premium,Active
CUST0261,Zayyan Naik,Mysuru,Karnataka,Premium,Active
CUST0262,Netra Varkey,Mumbai,Maharashtra,Standard,Active
CUST0263,Turvi Sachdev,Visakhapatnam,Andhra Pradesh,Business,Inactive
CUST0264,Raghav Vasa,Kochi,Kerala,Premium,Active
CUST0265,Wishi Sathe,Pune,Maharashtra,Standard,Active
CUST0266,Samar Loke,Madurai,Tamil Nadu,Premium,Active
CUST0267,Bhavna Sarma,Tiruchirappalli,Tamil Nadu,Premium,Inactive
CUST0268,Jairaj Balakrishnan,Pune,Maharashtra,Standard,Inactive
CUST0269,Nathan Mukhopadhyay,Nashik,Maharashtra,Premium,Active
CUST0270,Nikita Chander,Kochi,Kerala,Standard,Active
CUST0271,Ishaan Shenoy,Tiruchirappalli,Tamil Nadu,Premium,Active
CUST0272,Mitesh Tara,Madurai,Tamil Nadu,Business,Active
CUST0273,Yashodhara Mahajan,Vijayawada,Andhra Pradesh,Standard,Active
CUST0274,Vasudha Sodhi,Bengaluru,Karnataka,Standard,Inactive
CUST0275,Tanmayi Dhillon,Kochi,Kerala,Business,Active
CUST0276,Rayaan Trivedi,Salem,Tamil Nadu,Premium,Inactive
CUST0277,Ekaraj Majumdar,Kochi,Kerala,Standard,Active
CUST0278,Harini Tripathi,Madurai,Tamil Nadu,Standard,Inactive
CUST0279,Aarnav Mandal,Salem,Tamil Nadu,Standard,Active
CUST0280,Vrishti Dixit,Mysuru,Karnataka,Business,Active
CUST0281,Veda Pai,Kochi,Kerala,Business,Active
CUST0282,Krishna Shah,Mumbai,Maharashtra,Business,Active
CUST0283,Ranbir Khare,Pune,Maharashtra,Business,Inactive
CUST0284,Vivaan Roy,Madurai,Tamil Nadu,Premium,Active
CUST0285,Eesha Solanki,Coimbatore,Tamil Nadu,Standard,Active
CUST0286,Libni Doshi,Pune,Maharashtra,Standard,Active
CUST0287,Balhaar Date,Coimbatore,Tamil Nadu,Standard,Inactive
CUST0288,Harish Sarraf,Madurai,Tamil Nadu,Business,Active
CUST0289,Tanmayi Aurora,Bengaluru,Karnataka,Standard,Active
CUST0290,Nimrat Dubey,Coimbatore,Tamil Nadu,Premium,Active
CUST0291,Upasna Lanka,Madurai,Tamil Nadu,Standard,Active
CUST0292,Mitali Buch,Madurai,Tamil Nadu,Standard,Active
CUST0293,Lajita Nadig,Vijayawada,Andhra Pradesh,Premium,Active
CUST0294,Balendra Biswas,Mysuru,Karnataka,Premium,Active
CUST0295,Bhavna Karan,Nashik,Maharashtra,Standard,Active
CUST0296,Radha Chaudhari,Kochi,Kerala,Premium,Inactive
CUST0297,Sachi Ganesan,Pune,Maharashtra,Standard,Active
CUST0298,Ayush Batra,Madurai,Tamil Nadu,Premium,Active
CUST0299,Daksh Memon,Nashik,Maharashtra,Standard,Inactive
CUST0300,Kavya Sankar,Kochi,Kerala,Standard,Active
CUST0301,Yash Wali,Hyderabad,Telangana,Standard,Active
CUST0302,Pranit Garde,Bengaluru,Karnataka,Standard,Active
CUST0303,Farhan Raja,Vijayawada,Andhra Pradesh,Premium,Active
CUST0304,Widisha Dhar,Tiruchirappalli,Tamil Nadu,Business,Inactive
CUST0305,Triya Kumar,Kochi,Kerala,Premium,Active
CUST0306,Aadhya Andra,Nashik,Maharashtra,Business,Inactive
CUST0307,Bhavna Dugar,Madurai,Tamil Nadu,Business,Active
CUST0308,Riya Pai,Visakhapatnam,Andhra Pradesh,Business,Active
CUST0309,Panini Krishna,Tiruchirappalli,Tamil Nadu,Standard,Active
CUST0310,Chasmum Issac,Madurai,Tamil Nadu,Business,Active
CUST0311,Vasudha Chhabra,Hyderabad,Telangana,Standard,Active
CUST0312,Lakshmi Parmer,Vijayawada,Andhra Pradesh,Standard,Active
CUST0313,Chakrika Bains,Chennai,Tamil Nadu,Premium,Inactive
CUST0314,Anvi Anand,Salem,Tamil Nadu,Business,Inactive
CUST0315,Watika Mangat,Madurai,Tamil Nadu,Standard,Active
CUST0316,Indira Kanda,Madurai,Tamil Nadu,Business,Active
CUST0317,Zashil Devan,Salem,Tamil Nadu,Premium,Active
CUST0318,Balveer More,Mysuru,Karnataka,Standard,Active
CUST0319,Bahadurjit Patla,Tiruchirappalli,Tamil Nadu,Business,Active
CUST0320,Gautam Merchant,Mumbai,Maharashtra,Standard,Active
CUST0321,Ojasvi Gill,Mysuru,Karnataka,Standard,Active
CUST0322,Kevin Zacharia,Nashik,Maharashtra,Standard,Active
CUST0323,Yachana Mahajan,Chennai,Tamil Nadu,Standard,Active
CUST0324,Aarini Subramaniam,Visakhapatnam,Andhra Pradesh,Business,Active
CUST0325,Hamsini Contractor,Kochi,Kerala,Standard,Inactive
CUST0326,Faqid Dhaliwal,Salem,Tamil Nadu,Premium,Inactive
CUST0327,Mekhala Pau,Madurai,Tamil Nadu,Business,Inactive
CUST0328,Megha Atwal,Kochi,Kerala,Standard,Active
CUST0329,Jatin Sha,Kolkata,West Bengal,Premium,Active
CUST0330,Adweta Raj,Visakhapatnam,Andhra Pradesh,Premium,Active
CUST0331,Hritik Kaur,Bengaluru,Karnataka,Standard,Active
CUST0332,Aryan Narang,Tiruchirappalli,Tamil Nadu,Business,Active
CUST0333,Dev Shetty,Visakhapatnam,Andhra Pradesh,Standard,Active
CUST0334,Nilima Dada,Kochi,Kerala,Business,Inactive
CUST0335,Chakradev Barad,Kolkata,West Bengal,Premium,Active
CUST0336,Waida D’Alia,Visakhapatnam,Andhra Pradesh,Premium,Inactive
CUST0337,Wahab Yogi,Bengaluru,Karnataka,Premium,Active
CUST0338,Lipika Setty,Mumbai,Maharashtra,Premium,Active
CUST0339,Oni Dubey,Mysuru,Karnataka,Standard,Active
CUST0340,Hardik Suri,Pune,Maharashtra,Premium,Inactive
CUST0341,Ati Bali,Madurai,Tamil Nadu,Business,Inactive
CUST0342,Teerth Sawhney,Nashik,Maharashtra,Business,Active
CUST0343,Warinder Patil,Kochi,Kerala,Standard,Active
CUST0344,Jhalak Parmer,Madurai,Tamil Nadu,Premium,Active
CUST0345,Mitali Majumdar,Tiruchirappalli,Tamil Nadu,Premium,Active
CUST0346,Jason Sha,Mysuru,Karnataka,Business,Inactive
CUST0347,Simon Bail,Mumbai,Maharashtra,Standard,Active
CUST0348,Gauri Kohli,Vijayawada,Andhra Pradesh,Premium,Inactive
CUST0349,Samesh Biswas,Mysuru,Karnataka,Premium,Active
CUST0350,Tarak Kaul,Coimbatore,Tamil Nadu,Premium,Active
CUST0351,Manbir Agate,Kolkata,West Bengal,Premium,Inactive
CUST0352,Maanav De,Kolkata,West Bengal,Business,Inactive
CUST0353,Owen Choudhary,Bengaluru,Karnataka,Standard,Active
CUST0354,Karan Aurora,Salem,Tamil Nadu,Standard,Active
CUST0355,Wazir Naik,Vijayawada,Andhra Pradesh,Standard,Inactive
CUST0356,Owen Lanka,Bengaluru,Karnataka,Standard,Active
CUST0357,Jonathan Sama,Kochi,Kerala,Standard,Active
CUST0358,Devansh Soni,Kochi,Kerala,Business,Active
CUST0359,Janaki Varghese,Vijayawada,Andhra Pradesh,Business,Active
CUST0360,Siya Thakur,Mumbai,Maharashtra,Premium,Inactive
CUST0361,Caleb Verma,Coimbatore,Tamil Nadu,Premium,Active
CUST0362,Tara Balasubramanian,Mumbai,Maharashtra,Standard,Active
CUST0363,Varenya Ratti,Nashik,Maharashtra,Standard,Active
CUST0364,Hritik Swaminathan,Tiruchirappalli,Tamil Nadu,Premium,Active
CUST0365,Ethan Buch,Kolkata,West Bengal,Business,Active
CUST0366,Manbir Bhatti,Nashik,Maharashtra,Standard,Active
CUST0367,Anvi Nair,Salem,Tamil Nadu,Premium,Inactive
CUST0368,Chaitaly Setty,Nashik,Maharashtra,Standard,Inactive
CUST0369,Hardik Contractor,Vijayawada,Andhra Pradesh,Premium,Active
CUST0370,Qushi Seth,Pune,Maharashtra,Business,Inactive
CUST0371,Odika Nori,Kochi,Kerala,Premium,Active
CUST0372,Mohini Sagar,Salem,Tamil Nadu,Standard,Inactive
CUST0373,Dhriti Sane,Coimbatore,Tamil Nadu,Premium,Active
CUST0374,Aadhya Prasad,Pune,Maharashtra,Business,Inactive
CUST0375,Urvi Bhavsar,Salem,Tamil Nadu,Premium,Inactive
CUST0376,Frederick Chander,Mysuru,Karnataka,Business,Active
CUST0377,Gopal Pradhan,Kochi,Kerala,Standard,Active
CUST0378,Darpan Narayan,Vijayawada,Andhra Pradesh,Business,Active
CUST0379,Nirja Pandya,Nashik,Maharashtra,Standard,Inactive
CUST0380,Charan Mani,Bengaluru,Karnataka,Business,Inactive
CUST0381,Indira Chawla,Chennai,Tamil Nadu,Business,Active
CUST0382,Mohammed Subramaniam,Mumbai,Maharashtra,Business,Active
CUST0383,Hritik Palla,Bengaluru,Karnataka,Premium,Active
CUST0384,Ishwar Mallick,Pune,Maharashtra,Business,Inactive
CUST0385,Pushti Bal,Mysuru,Karnataka,Standard,Active
CUST0386,Ayush Gole,Nashik,Maharashtra,Business,Inactive
